ID_Cliente,Cancelacion,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Suscripcion_Servicio_Telefono,Suscripcion_Multiples_Lineas,Suscripcion_Servicio_Internet,Suscripcion_Seguridad_En_Linea,Suscripcion_Respaldo_En_Linea,Suscripcion_Proteccion_Dispositivo,Suscripcion_Soporte_Técnico,Suscripcion_TV_Streaming,Suscripcion_Películas_Streaming,Tipo_Contrato,Factura_Electronica,Metodo_Pago,Factura_Mensual,Cargos_Totales,Cuentas_diarias
4905-JEFDW,yes,Male,0,no,no,11,no,no,DSL,No,no,yes,no,yes,no,One year,yes,Electronic check,41.6,470.6,1.4
4906-ZHGPK,no,Male,0,yes,yes,54,yes,yes,DSL,No,yes,no,yes,yes,no,One year,yes,Electronic check,70.7,3770.0,2.4
4908-XAXAY,no,Female,1,no,no,49,yes,no,Fiber optic,No,yes,yes,no,no,yes,One year,yes,Bank transfer (automatic),89.85,4287.2,3.0
4909-JOUPP,no,Male,1,yes,no,72,yes,yes,Fiber optic,No,yes,yes,yes,yes,yes,Two year,no,Credit card (automatic),109.7,7898.45,3.7
4910-AQFFX,yes,Male,0,yes,yes,9,yes,yes,Fiber optic,No,no,yes,no,no,no,Month-to-month,yes,Bank transfer (automatic),79.35,661.25,2.6
4910-GMJOT,yes,Female,0,no,no,1,yes,yes,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Electronic check,94.6,94.6,3.2
4911-BANWH,yes,Female,0,no,yes,31,yes,yes,Fiber optic,No,no,no,no,yes,no,Month-to-month,yes,Credit card (automatic),86.55,2697.4,2.9
4912-PIGUY,no,Female,0,no,no,1,yes,yes,Fiber optic,No,no,no,no,yes,no,Month-to-month,yes,Electronic check,84.6,84.6,2.8
4913-EHYUI,yes,Male,1,yes,yes,56,yes,yes,Fiber optic,Yes,no,yes,no,yes,yes,One year,yes,Bank transfer (automatic),104.55,5794.65,3.5
4915-BFSXL,no,Male,0,yes,yes,70,yes,yes,DSL,Yes,no,yes,no,yes,no,Two year,no,Credit card (automatic),68.95,4858.7,2.3
4918-FYJNT,no,Female,1,yes,no,55,yes,yes,Fiber optic,No,yes,yes,yes,no,no,Month-to-month,no,Electronic check,90.45,5044.8,3.0
4918-QLLIW,yes,Male,0,no,no,3,yes,no,DSL,No,no,no,no,yes,no,Month-to-month,no,Credit card (automatic),53.4,188.7,1.8
4919-IKATY,yes,Male,0,yes,yes,5,yes,yes,Fiber optic,Yes,no,yes,no,no,no,Month-to-month,yes,Electronic check,84.5,453.75,2.8
4919-MOAVT,yes,Male,0,no,yes,3,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,no,Electronic check,69.65,220.1,2.3
4922-CVPDX,no,Female,0,yes,no,26,yes,no,DSL,No,yes,yes,no,yes,yes,Two year,yes,Credit card (automatic),73.5,1905.7,2.4
4923-ADWXJ,no,Female,0,no,no,25,yes,no,DSL,No,yes,no,yes,no,yes,Month-to-month,yes,Bank transfer (automatic),65.8,1679.65,2.2
4925-LMHOK,yes,Male,0,no,no,15,yes,yes,DSL,No,yes,no,yes,no,no,Month-to-month,yes,Credit card (automatic),58.6,939.7,2.0
4926-UMJZD,no,Female,0,yes,no,31,yes,no,DSL,No,no,no,yes,no,no,Month-to-month,yes,Mailed check,49.2,1498.55,1.6
4927-WWOOZ,no,Male,0,yes,no,2,yes,yes,Fiber optic,No,no,yes,no,yes,no,Month-to-month,yes,Electronic check,91.45,171.45,3.0
4929-BSTRX,yes,Female,0,no,no,1,yes,no,DSL,No,no,no,no,yes,no,Month-to-month,yes,Mailed check,53.55,53.55,1.8
4929-ROART,no,Male,0,no,no,18,yes,yes,DSL,Yes,no,no,no,no,no,Month-to-month,no,Mailed check,56.25,969.85,1.9
4929-XIHVW,no,Male,1,yes,no,2,yes,no,Fiber optic,No,no,yes,no,yes,yes,Month-to-month,yes,Credit card (automatic),95.5,181.65,3.2
4931-TRZWN,no,Female,0,no,no,13,yes,no,DSL,Yes,no,no,no,yes,yes,Month-to-month,yes,Electronic check,71.95,923.85,2.4
4933-BSAIP,no,Female,0,yes,no,40,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,19.1,780.1,0.6
4933-IKULF,no,Female,1,no,no,17,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,20.65,330.6,0.7
4936-YPJNK,no,Female,0,no,no,10,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,19.9,199.45,0.7
4937-QPZPO,no,Male,0,yes,yes,61,yes,yes,Fiber optic,No,no,yes,no,yes,yes,One year,yes,Electronic check,99.9,6241.35,3.3
4939-KYYPY,no,Male,0,no,no,27,yes,yes,DSL,No,no,yes,yes,no,no,Month-to-month,no,Electronic check,59.45,1611.65,2.0
4940-KHCWD,no,Female,0,yes,no,60,no,no,DSL,Yes,yes,no,yes,no,no,Two year,no,Bank transfer (automatic),37.7,2288.7,1.3
4942-VZZOM,no,Male,0,yes,no,64,yes,yes,DSL,Yes,no,no,no,yes,no,One year,yes,Credit card (automatic),66.15,4392.5,2.2
4945-RVMTE,no,Female,0,no,no,28,yes,no,DSL,No,no,yes,no,yes,no,Month-to-month,yes,Bank transfer (automatic),59.55,1646.45,2.0
4946-EDSEW,yes,Female,0,yes,yes,11,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,19.25,180.3,0.6
4947-DSMXK,no,Male,0,yes,yes,34,yes,yes,Fiber optic,No,yes,no,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),97.7,3410.0,3.3
4948-WBBKL,no,Female,1,no,no,36,yes,yes,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),74.9,2659.45,2.5
4950-BDEUX,no,Male,0,no,no,35,no,no,DSL,No,no,yes,no,yes,yes,Month-to-month,no,Electronic check,49.2,1701.65,1.6
4950-HKQTE,no,Female,0,no,no,22,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,26.25,605.9,0.9
4951-UKAAQ,yes,Female,0,no,no,4,yes,yes,Fiber optic,No,yes,no,no,no,yes,Month-to-month,yes,Electronic check,88.95,355.2,3.0
4952-YSOGZ,yes,Female,0,yes,yes,4,yes,yes,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Electronic check,85.95,381.3,2.9
4955-VCWBI,no,Female,0,yes,yes,43,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,20.0,817.95,0.7
4957-SREEC,no,Male,0,yes,yes,70,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),20.35,1458.1,0.7
4957-TIALW,no,Female,0,no,yes,15,yes,no,DSL,Yes,yes,yes,yes,no,no,One year,no,Credit card (automatic),65.6,1010.0,2.2
4957-TREIR,no,Male,0,no,no,3,yes,no,DSL,Yes,no,no,yes,yes,no,Month-to-month,yes,Credit card (automatic),64.4,195.65,2.1
4958-GZWIY,yes,Male,0,yes,yes,7,yes,no,DSL,No,no,yes,no,no,no,Month-to-month,no,Electronic check,48.7,340.25,1.6
4958-XCBDQ,yes,Male,1,no,no,35,yes,yes,Fiber optic,No,no,yes,no,yes,yes,Month-to-month,yes,Electronic check,101.4,3496.3,3.4
4959-JOSRX,yes,Female,0,yes,no,2,yes,no,DSL,No,no,no,no,no,no,Month-to-month,yes,Credit card (automatic),44.6,80.55,1.5
4962-CHQPW,no,Male,0,no,yes,29,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,19.85,535.05,0.7
4967-WPNCF,no,Male,0,no,no,72,no,no,DSL,Yes,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),63.7,4464.8,2.1
4971-PUYQO,yes,Female,0,no,no,27,yes,yes,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Mailed check,94.55,2724.6,3.2
4973-MGTON,no,Female,0,yes,no,71,yes,no,DSL,Yes,yes,yes,yes,yes,yes,Two year,yes,Credit card (automatic),84.4,5969.3,2.8
4973-RLZVI,no,Female,0,no,no,30,yes,no,DSL,Yes,yes,yes,yes,yes,no,One year,no,Credit card (automatic),74.65,2308.6,2.5
4976-LNFVV,no,Male,1,yes,no,19,no,no,DSL,No,yes,yes,no,no,no,Month-to-month,yes,Credit card (automatic),34.3,577.15,1.1
4979-HPRFL,no,Male,0,yes,yes,56,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),24.15,1402.25,0.8
4980-URKXC,no,Male,0,yes,no,36,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Bank transfer (automatic),20.85,720.05,0.7
4981-FLTMF,no,Female,0,yes,yes,57,yes,yes,DSL,Yes,yes,no,yes,no,no,Month-to-month,no,Bank transfer (automatic),65.2,3687.85,2.2
4983-CCWMC,no,Male,0,no,no,3,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Mailed check,69.6,207.4,2.3
4983-CLMLV,no,Female,0,yes,no,52,yes,yes,Fiber optic,No,yes,no,yes,yes,yes,Month-to-month,yes,Credit card (automatic),102.7,5138.1,3.4
4986-MXSFP,no,Female,0,no,no,2,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,20.0,40.9,0.7
4987-GQWPO,no,Male,0,no,no,17,no,no,DSL,No,no,no,no,no,no,Month-to-month,no,Credit card (automatic),25.1,382.8,0.8
4988-IQIGL,yes,Male,1,no,no,1,yes,yes,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,75.35,75.35,2.5
4989-LIXVT,no,Male,1,no,no,68,yes,yes,Fiber optic,No,yes,yes,no,no,yes,Month-to-month,yes,Electronic check,95.9,6503.2,3.2
4990-ALDGW,no,Male,0,no,no,57,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,20.75,1118.8,0.7
4992-LTJNE,no,Male,0,yes,yes,72,yes,yes,DSL,Yes,no,no,no,no,no,Two year,no,Bank transfer (automatic),55.3,3983.6,1.8
4993-JCRGJ,no,Male,0,no,no,26,yes,yes,Fiber optic,No,no,yes,yes,no,no,Month-to-month,yes,Mailed check,84.3,2281.6,2.8
4994-OBRSZ,no,Male,0,no,yes,14,yes,no,DSL,Yes,yes,yes,yes,no,yes,Two year,no,Bank transfer (automatic),76.1,1054.8,2.5
4998-IKFSE,no,Female,0,no,no,30,yes,yes,Fiber optic,No,no,yes,no,yes,yes,Month-to-month,no,Electronic check,100.45,3096.9,3.3
4999-IEZLT,no,Male,0,no,no,66,no,no,DSL,No,no,no,yes,no,no,One year,no,Credit card (automatic),29.45,1983.15,1.0
5002-GCQFH,no,Male,0,yes,no,49,yes,yes,Fiber optic,Yes,yes,no,no,yes,no,Month-to-month,yes,Bank transfer (automatic),93.85,4733.1,3.1
5003-OKNNK,no,Female,0,yes,yes,15,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Credit card (automatic),20.35,335.95,0.7
5003-XZWWO,no,Male,0,yes,no,71,yes,yes,DSL,No,yes,yes,yes,yes,yes,Two year,no,Credit card (automatic),84.2,5956.85,2.8
5006-MXVRN,no,Female,0,no,no,39,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),20.7,762.45,0.7
5010-IPEAQ,no,Female,0,yes,yes,67,no,no,DSL,Yes,yes,yes,yes,yes,no,Two year,no,Credit card (automatic),54.2,3623.95,1.8
5012-YSPJJ,no,Male,0,yes,yes,31,yes,no,DSL,No,no,yes,yes,no,no,Month-to-month,no,Mailed check,54.35,1647.0,1.8
5013-SBUIH,yes,Female,0,no,no,50,yes,yes,Fiber optic,Yes,yes,no,yes,yes,yes,Two year,yes,Electronic check,109.65,5551.15,3.7
5014-GSOUQ,no,Male,0,no,no,13,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,19.95,243.65,0.7
5014-WUQMG,no,Male,0,yes,yes,47,yes,no,Fiber optic,Yes,yes,yes,no,no,yes,One year,yes,Electronic check,96.1,4391.45,3.2
5016-ETTFF,yes,Male,0,no,no,10,no,no,DSL,No,no,yes,no,no,no,Month-to-month,no,Mailed check,29.5,255.25,1.0
5016-IBERQ,no,Male,0,yes,no,23,yes,yes,Fiber optic,No,yes,yes,no,no,no,Month-to-month,no,Electronic check,84.25,1968.1,2.8
5016-LIPDW,no,Male,0,yes,yes,57,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,19.4,1061.6,0.6
5018-GWURO,no,Female,0,yes,no,56,yes,yes,Fiber optic,No,no,no,no,yes,no,Month-to-month,yes,Bank transfer (automatic),85.6,4902.8,2.9
5018-HEKFO,no,Female,0,no,no,10,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,24.5,270.15,0.8
5018-LXQQG,no,Female,0,yes,yes,30,yes,no,DSL,Yes,no,no,yes,no,yes,Month-to-month,no,Bank transfer (automatic),66.3,1923.5,2.2
5019-GQVCR,no,Male,1,no,no,43,yes,yes,Fiber optic,No,no,no,no,yes,no,Month-to-month,yes,Electronic check,84.85,3645.6,2.8
5020-ZSTTY,yes,Female,1,no,no,54,yes,yes,DSL,Yes,yes,no,yes,yes,yes,One year,no,Bank transfer (automatic),82.45,4350.1,2.7
5022-JNQEQ,no,Female,0,yes,yes,9,yes,no,Fiber optic,No,no,no,yes,no,no,Month-to-month,yes,Electronic check,75.85,647.5,2.5
5022-KVDQT,no,Male,0,no,no,27,yes,yes,Fiber optic,No,no,yes,no,no,no,Month-to-month,yes,Electronic check,81.3,2272.8,2.7
5025-GOOKI,no,Female,0,no,no,20,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Credit card (automatic),18.9,347.65,0.6
5027-QPKTE,yes,Male,0,yes,no,7,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,69.35,451.1,2.3
5027-XWQHA,yes,Male,0,no,no,6,yes,no,DSL,No,no,no,no,no,no,Month-to-month,no,Electronic check,44.75,270.95,1.5
5027-YOCXN,no,Male,0,yes,yes,51,yes,yes,Fiber optic,Yes,yes,no,yes,yes,yes,One year,no,Credit card (automatic),110.05,5686.4,3.7
5028-GZLDO,yes,Male,0,no,no,2,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,no,Credit card (automatic),70.7,140.7,2.4
5028-HTLJB,yes,Male,1,no,no,1,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.05,20.05,0.7
5032-MIYKT,no,Female,0,no,no,1,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Mailed check,70.7,70.7,2.4
5032-USPKF,no,Female,0,no,no,38,yes,yes,DSL,Yes,yes,yes,no,yes,yes,One year,no,Bank transfer (automatic),84.1,3187.65,2.8
5035-BVCXS,no,Male,0,no,no,11,yes,no,Fiber optic,No,yes,no,no,no,no,Month-to-month,yes,Mailed check,75.9,866.4,2.5
5035-PGZXH,no,Female,0,no,no,56,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,One year,yes,Electronic check,106.8,5914.4,3.6
5038-ETMLM,no,Female,0,yes,no,72,yes,yes,Fiber optic,Yes,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),113.65,8182.75,3.8
5039-LZRQT,no,Female,0,no,no,13,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,20.2,273.25,0.7
5043-TRZWM,no,Female,0,no,no,1,yes,no,Fiber optic,No,no,yes,no,no,no,Month-to-month,no,Electronic check,75.55,75.55,2.5
5044-LRQAQ,no,Female,0,yes,no,7,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),69.2,477.55,2.3
5044-XDPYX,no,Female,0,yes,no,51,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,25.5,1281.25,0.8
5046-NUHWD,no,Female,1,yes,no,29,no,no,DSL,Yes,no,yes,no,no,yes,Month-to-month,yes,Electronic check,45.0,1228.65,1.5
5047-LHVLY,yes,Male,1,no,yes,1,yes,no,DSL,No,no,yes,no,no,no,Month-to-month,yes,Mailed check,50.15,50.15,1.7
5049-GLYVG,yes,Male,0,no,no,1,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.6,20.6,0.7
5049-MUBWG,no,Male,0,no,no,26,yes,no,DSL,Yes,no,no,yes,yes,yes,One year,no,Bank transfer (automatic),75.0,1908.35,2.5
5052-PNLOS,yes,Male,0,no,no,3,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),105.35,323.25,3.5
5054-IEXZT,yes,Male,0,no,yes,1,yes,no,Fiber optic,No,yes,no,no,no,no,Month-to-month,yes,Electronic check,75.35,75.35,2.5
5055-BRMNE,no,Female,0,yes,yes,67,yes,yes,Fiber optic,Yes,no,no,yes,yes,yes,Two year,no,Credit card (automatic),106.7,7009.5,3.6
5055-MGMGF,no,Female,0,yes,no,65,yes,yes,Fiber optic,Yes,no,yes,no,yes,yes,Month-to-month,yes,Electronic check,105.05,6914.95,3.5
5056-FIMPT,no,Female,0,no,yes,43,yes,no,Fiber optic,Yes,yes,no,yes,yes,yes,One year,yes,Credit card (automatic),106.0,4532.3,3.5
5057-LCOUI,yes,Female,0,no,no,39,no,no,DSL,No,no,yes,no,yes,yes,Month-to-month,yes,Electronic check,50.75,2011.4,1.7
5057-RKGLH,no,Female,0,yes,yes,9,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,20.35,191.1,0.7
5060-TQUQN,no,Male,0,yes,yes,30,yes,yes,Fiber optic,No,yes,no,yes,no,no,Month-to-month,yes,Bank transfer (automatic),83.55,2570.2,2.8
5061-PBXFW,no,Female,0,yes,yes,32,yes,no,DSL,Yes,yes,no,yes,no,no,Month-to-month,no,Bank transfer (automatic),61.4,1864.65,2.0
5062-CJJKH,no,Male,0,yes,yes,25,yes,no,DSL,No,yes,yes,no,no,no,One year,no,Mailed check,53.65,1355.45,1.8
5063-IUOKK,no,Male,0,no,no,13,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,19.75,265.75,0.7
5066-GFJMM,no,Female,0,yes,no,3,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,19.9,45.75,0.7
5067-DGXLL,no,Male,0,no,no,2,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.25,36.8,0.7
5067-WJEUN,no,Male,0,yes,yes,67,yes,no,DSL,Yes,yes,no,no,no,no,Two year,yes,Bank transfer (automatic),54.2,3838.2,1.8
5067-XJQFU,no,Male,1,yes,yes,66,yes,yes,Fiber optic,No,yes,yes,yes,yes,yes,One year,yes,Electronic check,108.45,7076.35,3.6
5071-FBJFS,no,Female,0,yes,yes,4,yes,no,DSL,Yes,no,no,no,no,no,Month-to-month,no,Electronic check,50.3,217.1,1.7
5073-RZGBK,no,Female,0,yes,yes,50,yes,yes,DSL,Yes,yes,yes,yes,no,yes,One year,yes,Bank transfer (automatic),80.05,4042.2,2.7
5073-WXOYN,yes,Female,0,no,no,60,no,no,DSL,No,yes,no,no,yes,yes,Month-to-month,yes,Electronic check,50.8,3027.4,1.7
5074-FBGHB,no,Male,0,no,no,64,yes,yes,Fiber optic,No,no,yes,yes,yes,yes,One year,yes,Credit card (automatic),104.65,6889.8,3.5
5075-JSDKI,no,Female,0,no,no,59,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Electronic check,24.45,1493.1,0.8
5076-YVXCM,no,Male,0,no,no,51,yes,yes,Fiber optic,No,no,no,no,no,yes,Month-to-month,no,Bank transfer (automatic),83.4,4149.45,2.8
5077-DXTCG,yes,Female,0,no,no,1,yes,no,DSL,No,no,no,no,no,no,Month-to-month,yes,Electronic check,45.3,45.3,1.5
5081-NWSUP,no,Female,0,no,no,10,yes,no,DSL,No,yes,no,yes,no,yes,One year,no,Mailed check,64.9,685.55,2.2
5084-OOVCJ,no,Female,0,yes,yes,17,yes,no,DSL,Yes,no,no,yes,no,no,Month-to-month,yes,Credit card (automatic),55.35,920.5,1.8
5087-SUURX,yes,Female,0,yes,no,18,no,no,DSL,No,no,yes,no,yes,no,Month-to-month,yes,Electronic check,39.05,669.85,1.3
5088-QZLRL,no,Male,0,no,no,1,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Electronic check,20.65,20.65,0.7
5089-IFSDP,yes,Female,0,yes,no,58,yes,yes,Fiber optic,Yes,yes,yes,no,yes,yes,Two year,yes,Bank transfer (automatic),109.45,6144.55,3.6
5090-EMGTC,no,Female,0,yes,no,59,yes,no,Fiber optic,No,yes,no,yes,yes,yes,Two year,yes,Mailed check,100.05,6034.85,3.3
5091-HFAZW,no,Female,0,no,no,2,yes,no,Fiber optic,Yes,yes,no,no,yes,no,Month-to-month,yes,Electronic check,91.15,168.5,3.0
5092-STPKP,no,Female,0,no,no,24,yes,no,DSL,Yes,no,no,yes,no,no,Month-to-month,no,Credit card (automatic),56.35,1381.2,1.9
5093-FEGLU,no,Female,0,yes,no,47,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),19.65,921.55,0.7
5095-AESKG,yes,Female,0,yes,no,3,yes,yes,Fiber optic,No,yes,no,no,no,yes,Month-to-month,yes,Credit card (automatic),91.5,242.95,3.0
5095-ETBRJ,no,Female,0,yes,no,55,yes,no,DSL,Yes,yes,no,yes,no,no,Two year,no,Mailed check,56.8,3112.05,1.9
5099-BAILX,yes,Male,1,yes,yes,43,yes,yes,Fiber optic,No,yes,yes,yes,yes,yes,Month-to-month,yes,Bank transfer (automatic),110.75,4687.9,3.7
5103-MHMHY,yes,Female,0,no,yes,1,yes,no,DSL,No,no,no,no,no,no,Month-to-month,no,Mailed check,45.95,45.95,1.5
5108-ADXWO,yes,Male,0,no,no,11,yes,no,Fiber optic,Yes,no,no,no,no,no,Month-to-month,yes,Electronic check,73.5,791.75,2.4
5110-CHOPY,no,Female,0,no,no,60,no,no,DSL,Yes,no,yes,no,yes,yes,Two year,no,Electronic check,53.6,3237.05,1.8
5115-GZDEL,no,Male,0,no,yes,72,no,no,DSL,Yes,yes,yes,yes,yes,yes,Two year,no,Credit card (automatic),67.2,4671.7,2.2
5115-SQAAU,no,Female,0,yes,yes,69,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Bank transfer (automatic),25.6,1673.4,0.9
5117-IFGPS,no,Male,1,yes,no,29,yes,yes,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Electronic check,84.3,2357.75,2.8
5117-ZSMHQ,no,Female,0,yes,yes,71,yes,yes,DSL,Yes,yes,yes,yes,yes,yes,Two year,no,Bank transfer (automatic),89.9,6342.7,3.0
5118-MUEYH,no,Female,0,yes,no,48,yes,yes,Fiber optic,No,yes,no,yes,yes,yes,Month-to-month,yes,Credit card (automatic),105.1,5083.55,3.5
5119-KEPFY,no,Male,0,yes,no,36,yes,yes,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),95.0,3440.25,3.2
5119-NZPTV,no,Male,1,yes,no,2,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,no,Electronic check,70.1,141.65,2.3
5120-ZBLAI,no,Female,0,yes,no,50,yes,yes,DSL,No,no,yes,no,yes,yes,One year,no,Bank transfer (automatic),75.7,3876.2,2.5
5122-CYFXA,no,Female,0,no,no,3,yes,no,DSL,No,yes,no,yes,yes,yes,Month-to-month,yes,Electronic check,75.3,244.1,2.5
5124-EOGYE,no,Male,0,no,no,31,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,20.45,638.55,0.7
5125-CNDSP,no,Male,0,no,yes,63,no,no,DSL,Yes,yes,no,yes,no,no,One year,yes,Bank transfer (automatic),40.6,2588.95,1.4
5126-RCXYW,no,Male,0,yes,yes,54,no,no,DSL,No,no,yes,yes,no,yes,Two year,no,Credit card (automatic),46.0,2424.05,1.5
5127-BZENZ,no,Female,0,yes,yes,56,yes,yes,DSL,Yes,no,no,no,yes,no,One year,no,Bank transfer (automatic),65.2,3512.15,2.2
5129-HHMZC,no,Female,0,yes,no,43,yes,yes,DSL,Yes,yes,no,yes,yes,yes,Two year,no,Credit card (automatic),86.45,3574.5,2.9
5129-JLPIS,no,Male,0,no,no,25,yes,no,Fiber optic,Yes,no,yes,yes,yes,yes,Month-to-month,yes,Electronic check,105.5,2686.05,3.5
5130-IEKQT,yes,Male,1,no,no,25,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,Month-to-month,no,Mailed check,105.95,2655.25,3.5
5130-YPIRV,no,Female,0,yes,no,62,yes,no,DSL,Yes,yes,yes,no,yes,no,Two year,yes,Credit card (automatic),72.0,4284.2,2.4
5131-PONJI,no,Male,0,yes,yes,49,yes,no,Fiber optic,No,yes,yes,no,yes,no,Month-to-month,yes,Credit card (automatic),90.4,4494.65,3.0
5133-POWUA,no,Male,0,no,no,1,yes,no,DSL,No,no,no,no,no,no,Month-to-month,yes,Mailed check,45.8,45.8,1.5
5133-VRSAB,no,Male,0,no,no,8,no,no,DSL,Yes,no,no,no,no,no,Month-to-month,no,Mailed check,29.35,216.45,1.0
5134-IKDAY,yes,Female,0,yes,yes,1,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,69.8,69.8,2.3
5135-GRQJV,no,Male,1,yes,no,72,yes,yes,Fiber optic,Yes,yes,yes,yes,yes,yes,Two year,yes,Mailed check,114.5,8331.95,3.8
5135-RDDQL,no,Female,0,yes,yes,63,yes,no,DSL,Yes,no,no,no,no,no,Two year,yes,Bank transfer (automatic),50.65,3221.25,1.7
5136-GFPMB,no,Male,0,no,no,54,yes,yes,Fiber optic,No,no,yes,no,no,yes,Month-to-month,no,Credit card (automatic),89.4,4869.5,3.0
5136-KCKGI,yes,Female,0,yes,yes,33,yes,yes,Fiber optic,Yes,no,yes,no,yes,yes,One year,yes,Mailed check,103.7,3467.0,3.5
5136-RGMZO,no,Male,0,no,no,31,yes,yes,DSL,No,yes,no,yes,yes,no,Month-to-month,yes,Electronic check,71.05,2168.15,2.4
5138-WVKYJ,yes,Male,0,no,no,10,yes,yes,Fiber optic,Yes,no,no,no,yes,yes,Month-to-month,no,Electronic check,98.55,1008.55,3.3
5140-FOMCQ,no,Female,0,yes,no,59,yes,yes,Fiber optic,Yes,yes,yes,no,yes,yes,One year,yes,Credit card (automatic),109.15,6557.75,3.6
5141-ZUVBH,no,Female,0,no,yes,9,yes,no,Fiber optic,Yes,no,yes,yes,no,yes,Month-to-month,no,Bank transfer (automatic),93.0,870.25,3.1
5143-EGQFK,yes,Female,1,no,no,10,no,no,DSL,No,no,no,yes,no,no,Month-to-month,yes,Electronic check,29.65,291.4,1.0
5143-WMWOG,yes,Male,0,no,no,1,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Electronic check,19.95,19.95,0.7
